id,region,year,text,sentiment,dimensions
943,Canada,2024-07,- not a tech company - not a competitive salary compare to tech companies,negative,Recognition
944,American,2024-07,You are treated like a child and chain to your desk like a slave. Too bad if you need to use the rest rooms hope you brought a nappy. You are also trapped now as a controller forever.,negative,Respect|Belonging|Leadership
945,American,2024-07,"Where to start. It's a toxic place to work, where the incentive scheme is designed to pit co-workers against each other. 25% of the work force MUST lose 25% of their bonus each year, it's mandated. So in a small team people literally set each other up to avoid being in the bottom 25%. Constant restructures, you never know who or what is going to happen. All people can do is suck up to whoever they think will protect their job. It's also a DEI workplace, they're gone full potato on it. There's just no hope if you aren't a minority of some kind. All of this of course is why they've ended up as one of the worst performing miners, unable to manage costs or deliver projects. So to sum it up, they are the kind of company that make statements like ""people are at the heart of what we do"" while sacking experienced staff who didn't kiss the right backside and cutting bonuses",negative,Belonging|Respect|Recognition|Collaboration|Innovation|Leadership|Diversity
946,Canada,2024-07,Be prepared to work long and hard. Everyone is over loaded with work,positive,Collaboration|Belonging
947,American,2024-07,Not much really. Work load can be high but that's normal.,positive,Belonging|Collaboration
948,American,2024-07,Lack of development and opportunity to move into other roles.,negative,Leadership
949,Australia,2024-08,"Long work hours, turnaround projects can be hectic schedules. Less progress to senior roles",negative,Belonging|Collaboration
950,American,2024-08,Can get lost in the ground,negative,Collaboration
951,Singapore,2024-08,Upper management a bit out of touch and cliquey. A lot of generalists and not many experts.,negative,Leadership|Respect
952,American,2024-07,No sideways internal job movements.,negative,Collaboration
953,Australia,2024-06,Poor management over software development teams.,negative,Leadership
954,Singapore,2024-06,"Typical corporate woes, teams working in silos",negative,Leadership
955,American,2024-07,"High turnover clique like environment where only yes-people get promoted. Many HRA promoted are sycophants lacking the necessary skills &amp; knowledge, elevated solely to maintain appearances. HRA performance is evaluated by TLs, &amp; it often boils down to personal favoritism. HRA review should be weighted 50% TL &amp; 50% the leader of team you are advising this removed bias HRA who provide poor support &amp; advice are promoted based on their TLs review'. HRA’s, that are hardworking, have people at their heart, are bullied and pushed aside, as the focus in HR is on maintaining appearances",negative,Leadership|Inclusion|Respect
956,American,2024-07,Busy at times but lots of exciting projects going on.,positive,Collaboration
957,Singapore,2024-07,Limited growth opportunities and limited learning,negative,Leadership
958,American,2024-06,all the positives are face value,positive,Belonging
959,Singapore,2024-07,"Company treats foreigners very favorably/too many unnecessary business trips especially for those based in the Sg office for ""meetings"" and ""projects"". Incompetents (and unqualified i.e. no degrees/professional qualifications) are promoted/kept in roles that require actual competence and experience because they are foreigners/old-timers who are way too capable of pushing blame to others and covering up their incompetence.",negative,Respect|Leadership
960,American,2024-06,"omega over-worked, terrible incentive structure",negative,Recognition
961,Singapore,2024-06,- workload may sometimes comes over bearing - surface level relationship ships with peers from other departments,negative,Collaboration
962,American,2024-06,"Workplace culture, everyone got paid the same regardless of if you were doing more work than others",positive,Respect
963,Australia,2024-06,"Too many layers sometimes, and lot of pressure on some mine sites to achieve production's results.",negative,Leadership
964,American,2024-06,Upper management constantly changing structure,positive,Respect
965,American,2024-06,"Lack of fairness in salaries across business areas, too large, inefficient, siloed and reactive",negative,Recognition
966,American,2024-06,Your work life is dependent on leader - There is a bit of a purple circle in some functions.,positive,Belonging
967,Australia,2024-06,Everyday Respect Report is available online to provide an overview of culture,positive,Belonging
968,Canada,2024-06,same cons are within all large companies,negative,Collaboration
969,Australia,2024-06,Slow promotion as it is a big enterprise,negative,Collaboration
970,Canada,2024-06,Internal Politics freezes the company,negative,Respect
971,United Kingdom,2024-06,Cannot think of any rn,negative,Collaboration
972,Canada,2024-06,Lack of agility at times,negative,Leadership
973,American,2024-05,You may be posted away from main city,negative,Inclusion
974,American,2024-05,For being a large organisation the systems and processes are out of date along with reporting systems.,negative,Collaboration
975,Australia,2024-05,"Bureaucracy is much more of a nuisance than at other places (e.g., procurement and logistics)",negative,Collaboration
976,United Kingdom,2024-05,Job role changed dramatically quickly after starting with the business,positive,Inclusion
977,Australia,2024-05,"Relatively heavy workload, fast paced",positive,Collaboration
978,United Kingdom,2024-05,It could be difficult to influence or find recognition,negative,Collaboration
979,American,2024-06,Headcount is less in the technical services team,negative,Collaboration
980,American,2024-05,Immediate Mansgement was somewhat disconnected,negative,Collaboration
981,Australia,2024-05,"It's incredible to see how inefficient such a big company can be. There are shadow teams all over the business working on similar things, but not aligned. There is no real plan or prioritisation process. The place is run by gut feel, and boys club negotiations.",negative,Collaboration|Belonging
982,American,2024-05,low efficiency in a big corp,negative,Collaboration
983,American,2024-05,"Upside of a large company is also the downside, very easy to slip through the cracks and just feel like the work is very temporary.",negative,Belonging
984,Canada,2024-05,Companies located in remote areas,negative,Inclusion
985,Singapore,2024-05,"Opportunities for transfers, development, progression is subjective.",negative,Belonging
986,Australia,2024-05,"Poor top management, cross functional collaboration",negative,Collaboration
987,American,2024-04,traveling way to far on freeway,positive,Collaboration
988,American,2024-04,Career Opp was a little limited,negative,Inclusion
989,American,2024-04,Pays slightly less than competitors and can be hard to grow or move in the rigid org structure,negative,Recognition
990,Canada,2024-04,Na Na Na Na Na,positive,Collaboration
991,American,2024-04,"Supervisors have a huge ego and not supportive, lots of purple circles in this environment although they deny it, full of lies from the job advertisement - sign up to be an operator and they will just get you to do labouring for the entire 6 months of your probation",negative,Leadership
992,Australia,2024-04,- stuck in single cloud mentality - many siloes teams running disparate tools,negative,Collaboration
993,Australia,2024-04,"Cannot say a bad work about the projects , team , management. Thoroughly enjoyed my time working there",positive,Collaboration|Belonging
994,Singapore,2024-04,Slow moving at times. Too many changes,negative,Collaboration|Respect
995,American,2024-04,bad ESG glass ceiling on technical teams politics and bureaucracy,negative,Leadership
996,United Kingdom,2024-03,"- Large and complex business, change can be slow - Career progression not structured",negative,Collaboration
997,Australia,2024-04,Office politics can get draining,negative,Respect
998,Australia,2024-03,Management and HR not very supportive when personal issues arise,negative,Respect
999,Australia,2024-03,Complacency Inability to adapt to new technology Stagnant in career growth,negative,Leadership
1000,American,2024-03,A little slow going at times,negative,Collaboration
1001,Australia,2024-03,"Old guys that have been in the same job same department for yrs, miserable buggers.",negative,Collaboration
1002,American,2024-03,there can be a bit of politics and red tape,negative,Respect
1003,Canada,2024-03,Work across multiple time zones,positive,Collaboration
1004,Australia,2024-03,Incompetent leadership and bad work arrangements,negative,Leadership
1005,American,2024-03,"Career opportunities are low, there is low professional development, not a lot of exit opps,",negative,Leadership
1006,American,2024-03,The work can be stressful,negative,Collaboration
1007,American,2024-03,Work from home option flexibility,positive,Collaboration
1008,American,2024-03,No cons that I can think of,negative,Inclusion
1009,American,2024-03,Limited career progression for experience.,negative,Leadership
1010,American,2024-02,Supposedly pay isnt competitive with other major players,negative,Recognition
1011,American,2024-02,Leadership a little inexperienced and frustrating,negative,Respect
1012,American,2024-03,Not a very god organization to work for - very male dominated and not very accepting of females in parts of the orgnization,negative,Leadership
1013,Australia,2024-02,Minimal upwards growth opportunities. Limited opportunities to become Perth based if personal circumstances change.,negative,Belonging|Respect
1014,American,2024-02,Believe the reviews: a negative culture shaped by longstanding 🟣 HR. They utilise Rio branding as a shield to intimidate results.,negative,Leadership|Respect
1015,Australia,2024-02,"not much, it's pretty good",positive,Belonging
1016,American,2024-02,Start on low salary but good training program,positive,Inclusion
1017,American,2024-02,Gets very swollen in middle management and creation of unnesecary support teams during good times. Due to competing with other major companies for similar personel some of the internal promotion/diversity decisions are not great for team members - leaves people reporting to inexperienced/unsuited leaders.,negative,Collaboration
1018,Australia,2024-02,Salary slightly lower than peers,negative,Recognition
1019,American,2024-03,Challening to work with vendors,positive,Collaboration
1020,Singapore,2024-02,"Lack of opportunities to advance, lack of travel opportunities.",negative,Leadership
1021,American,2024-02,Project can be challenging at times,positive,Collaboration
1022,American,2024-02,Work and life balance is challenging to manage in senior management positions.,positive,Belonging
1023,Australia,2024-02,Big company so moves slow People mindset challenge,negative,Collaboration
1024,American,2024-02,Low base pay compared to other big players in the industry.,negative,Recognition
1025,American,2024-02,I dont have anything to share here,negative,Collaboration
1026,Canada,2024-02,"There are non, great place to work",positive,Collaboration
1027,Australia,2024-02,Siloed company with lots of bureaucracy and like all big companies it matters who you work for. Have a great boss and the experience is great as they will shield you from the bad. Have a bad boss and it's game over.,positive,Belonging|Leadership
1028,United Kingdom,2024-02,Work life balance isn’t great Leaders do not always lead by example,negative,Respect
1029,Canada,2024-02,"Sometimes too political, slow moving",negative,Leadership
1030,United Kingdom,2024-01,"Sometimes the work/life balance is not the best due to increased workload over certain periods, but otherwise manageable and standard.",negative,Collaboration
1031,American,2024-02,Large company vibes. Remote work,positive,Collaboration
1032,American,2024-01,Bit slow to respond to market change as it is a big corporate mining company.,negative,Leadership
1033,American,2024-02,Political - many people applying for the same internal roles,negative,Collaboration
1034,American,2024-01,"promotion is nearly zero if you don't jump boats, it makes hard-working innovative people feel struggle",negative,Leadership
1035,American,2024-01,"Siloed and political SLT - encouraged and rewarded by CIO (just look at recent turn over - just where did all the females go?), people bullied until they leave or go in stress leave, inflated egos, so much red tape/ /multiple approvers/regret work/change in direction, burnt out employees, no prioritisation, unrealistic timeframes and expectations with no leadership on how we can get there or support to move things forward, artificial harmony at all levels, patronising employee communications that are don’t communicate anything we need to know or that matters to us, weak strategy with no plan on how to achieve, Brisbane-centric SLT with no connection to operations, customers or people on the ground, inauthentic SLT (spend more than one meeting with them and witness the change in story depending on who they are speaking to next), leadership scared to speak up - even with the $$$$ they burn “investing” in multiple coaches to build trust, team members who have completely given up - overpaid so continue to stay, but zero trust that things will get better or they will be heard so don’t give feedback in surveys.",negative,Respect|Leadership
1036,Australia,2024-01,Can be a bit disjointed given the size of the company,negative,Collaboration
1037,Australia,2024-01,Not much other than money,negative,Belonging
1038,American,2024-01,Processes can be bureaucratic and things are slow to move,negative,Leadership
1039,American,2024-01,development opportinuty to be discussed,positive,Collaboration
1040,United Kingdom,2024-01,Career progression opportunities are limited,negative,Respect
1041,American,2024-01,Hard to get good work done as too many silos and competing priorities. Disconnect between senior leaders and what is happening on the ground. People don't speak up. Lots of wasted energy from good people.,negative,Leadership|Respect
1042,Singapore,2024-01,"less humane than last time, brutal employee firing especially if you are older",negative,Leadership
1043,United Kingdom,2024-01,A lot politics and low work life balance,negative,Leadership
1044,American,2023-12,"Too much politics, no growth opportunities for males and foreigners, bullying and harassment are horrendous",negative,Respect
1045,Canada,2024-01,The IT department depends to other consulting company,negative,Inclusion
1046,American,2024-01,"Big business, slow moving. Slow to act sometimes.",negative,Belonging|Collaboration
1047,Australia,2023-12,"Life work balance is questionable, slow process",negative,Collaboration
1048,American,2023-12,"Work life balance, future development",positive,Collaboration
1049,Singapore,2024-01,"Slow moving processes, flat hierarchy",negative,Leadership
1050,Australia,2024-01,"Collaboration can be improved, May not have enough visibility for some of the work done",negative,Collaboration
1051,American,2023-12,Lots of processes which can slow down processes,negative,Collaboration
1052,Canada,2023-12,"None, it’s a great company",negative,Belonging
1053,American,2023-12,Micromanagement can be an issue,negative,Leadership
1054,Australia,2023-12,Lower pay than some graduate positions,negative,Recognition
1055,American,2023-12,"Slow decision making, some areas work in silo",negative,Leadership
1056,United Kingdom,2023-12,"Slow promotion cycle, bureaucratic , but good overall",positive,Belonging
1057,American,2023-11,Too much work Caotic work,negative,Recognition
1058,Canada,2023-12,Lack of challenges if you are looking to ultimately actualize your potential.,negative,Belonging
1059,Canada,2023-11,"None, honestly. They are a great company!",positive,Belonging
1060,American,2023-11,There is nothing to mention,negative,Collaboration
1061,American,2023-11,No chance for jumping field,negative,Respect
1062,Canada,2023-10,Need to improve their career path management,negative,Collaboration
1063,American,2023-11,Larger portion of salary in allowances,positive,Recognition
1064,Australia,2023-11,"Unskilled/under qualified management, purple circles, mates clubs no real care for employees",negative,Leadership
1065,Singapore,2023-11,Repetitive work Poor processes around workload,negative,Collaboration
1066,American,2023-11,"Everyone is for themselves, hard to build relationship since everyone's whereabouts are inconsistent. IST department is shocking (outsourced to India mostly). Any issues you encounter, good luck resolving it with people who don't know what you need.",negative,Collaboration|Inclusion|Leadership
1067,Singapore,2023-11,Recognition and opportunities to advance career for locals,positive,Recognition
1068,American,2023-11,A large number of people who say a lot but don’t action much,negative,Leadership
1069,American,2023-11,"Organised Chaos, at least within Iron Ore. Big work load with no structure, direction or central purpose to feel like on a steady path within the role",negative,Leadership
1070,Canada,2023-10,Mining projets are remote areas,negative,Inclusion
1071,Australia,2023-11,"Seems to always lag behind other companies in terms of salaries and it’s frustrating that so many of our best people leave to other places, taking the experience with them.",negative,Recognition
1072,Australia,2023-09,Hierarchal structure. Tough to advance into senior levels without an internal sponsor.,negative,Leadership|Belonging
1073,American,2023-10,"Rio is a business that is slow to respond and resistant to change. Little opportunity for promotion/progression unless you’re a guy. Feel invisible, under valued and bored",negative,Respect|Leadership|Inclusion
1074,Singapore,2023-09,large complex organisation. Can be challenging to navigate the inner workings,positive,Collaboration
1075,Australia,2023-10,The internal process is a bit complex.,negative,Collaboration
1076,American,2023-10,A lot of red tape,negative,Recognition
1077,Canada,2023-10,"things moving slow, not tech focused.",negative,Collaboration
1078,Australia,2023-09,"Very political, a lot of meetings",positive,Respect
1079,American,2023-09,"the bureaucracy is bad enough, senior leadership seems fake",negative,Leadership
1080,Australia,2023-09,"Matrix, not able to welcome new managers effectively",negative,Collaboration
1081,American,2023-09,"Alot of Systems, processes and non operational teams are unnecessary/overcomplicated.",negative,Belonging
1082,Singapore,2023-09,"Dependent on the team you work in and person you work for. Some teams are nuturing, some teams are toxic because of the team lead in Singapore. To progress upwards, relationships (who you know) instead of capability is vital. HR does not have an upward feedback system so person in power is able to ""abuse"" easily.",negative,Collaboration|Leadership
1083,Canada,2023-09,Unprofessional and inexperienced supervisor too many meetings,negative,Leadership
1084,Singapore,2023-09,Some leaders’ integrity is questionable during stressful times.,negative,Collaboration
1085,Canada,2023-09,"In general, there is rampant workaholism. Culture of performance is so high and toxic. Unreasonable demands. Ridiculous schedules if you work with other timezones, often understaffed. People on sick leave is part of the game. A couple of tyrant narcissists fly under the radar because the corporation is so big. Growth is meh if you aren't already privileged.",negative,Recognition|Leadership|Collaboration
1086,American,2023-09,Some management members can be arrogant and political,negative,Leadership
1087,American,2023-09,Low on pay relative to peers,negative,Recognition
1088,American,2023-09,Hours might be long sometimes,negative,Collaboration
1089,Canada,2023-08,I dont have any to share for the moment,negative,Belonging
1090,American,2023-08,Was great until a few years ago. Let go of the mover and shakers in their teams and kept the dead weights,positive,Respect|Leadership
1091,Australia,2023-08,"Large organisation, matrixed, harder to get things done.",negative,Leadership
1092,Australia,2023-08,"Work place narcissists, bullies and sociopaths in abundance",negative,Respect
1093,American,2023-08,A lot of beuracracy and red tape,negative,Leadership
1094,American,2023-08,"- Management is not the greatest, weak - Worse food on camp",negative,Leadership
1095,American,2023-07,Environment could get though in times with budget constraints.,negative,Collaboration
1096,American,2023-07,None i can think of,negative,Belonging
1097,American,2023-08,Complexity Remote locations Long hours,negative,Collaboration
1098,American,2023-07,Low incentives compared to other mining giants,negative,Inclusion
1099,American,2023-07,Competitive environment Poor culture Disorganised and clunky systems,negative,Leadership
1100,American,2023-07,Some of the things feel a bit trival or slow moving sometimes,negative,Belonging
1101,American,2023-07,"Bullying, abuse and harassment, oh my. The rail management &amp; executives showed a true lack of any rail safety knowledge when they persistently tried to get Lookouts to ""do some work"". Who cares if it's against the law, there's profit to be made! They preach ""work-life balance"" but if your idea of balance is different to theirs (hint: it is) then you're going to have a bad time.",negative,Respect|Recognition|Collaboration
1102,Canada,2023-07,a\ Poor organizational culture (culture of nepotism deeply rooted leading to challenges in talent retention and attraction) b\ Earnings mainly Pilbara iron ore related linked to China. Policy change in China and-or move away from blast furnace iron making process due to decarbonisation will render major loss of value from the Pilbara. Limited future facing minerals and requires major reshaping of the portfolio c\ Top heavy / corporate overhead heavy organizational structure,negative,Leadership
1103,Canada,2023-07,"Poor mentorship, unorganized intern program",negative,Leadership
1104,American,2023-07,Not the best place for practicing technical engineering.,negative,Collaboration
1105,American,2023-07,Working away from home is tough,negative,Collaboration
1106,American,2023-07,Salary depends on the commodity and whether site based or not.,negative,Inclusion
1107,Singapore,2023-07,"Bonus is based on performance, there is no 13 month",positive,Recognition
1108,Australia,2023-07,"Would be great if we can use Macbook, not necessary, but more of a personal choice as a developer.",positive,Inclusion
1109,Australia,2023-07,"Lack of prioritization, lack of accountability",negative,Leadership
1110,Australia,2023-07,Lack of opportunities to go to the next level.,negative,Leadership
1111,American,2023-07,How many people are in the world,positive,Collaboration
1112,Singapore,2023-06,Constant changes leading to uncertainty or confusion on strategy,negative,Leadership
1113,American,2023-07,"Corporate values say to bring your full self to work every day, but this is far from reality where you must fit in and be corporate or face career stagnation. Technical skills not valued compared to business skills, despite being critical to the entire company.",negative,Belonging|Leadership
1114,United Kingdom,2023-06,Old boys club in many functions lack of diversity No clear career progression,negative,Leadership
1115,Australia,2023-07,Nothing much to point out specifically,negative,Belonging
1116,South Africa,2023-06,Bureaucracy Policies that work in silos,negative,Leadership
1117,American,2023-06,"No development, worst management iv ever worked under and the most incompetent people. If your friends with the superintendent and a house basher sparkie with no heavy diesel trade then this is job for you.",negative,Leadership|Collaboration
1118,American,2023-06,Boys club that resembles a footy changeroom then a work place. Typical big business senior management have zero clue how middle management treat their team,negative,Belonging|Collaboration
1119,American,2023-06,"busy environment, lots to do.",positive,Innovation
1120,American,2023-06,Reports - poor data controls,negative,Respect
1121,Singapore,2023-06,None that I can think of.,negative,Belonging
1122,American,2023-06,Some departments are Under resourced,positive,Collaboration
1123,American,2023-06,Collaboration between departments is lacking,negative,Collaboration
1124,Canada,2023-06,Global roles can mean no work-life balance,negative,Respect
1125,United Kingdom,2023-06,"Not so good on HR transparency/advice, ESG credentials and work-life balance.",negative,Leadership
1126,American,2023-06,management messy and need to fix,negative,Leadership
1127,Australia,2023-06,Rosters only 8 and 6,positive,Collaboration
1128,Singapore,2023-05,Lack of resources and top heavy,negative,Leadership
1129,American,2023-06,Lack of communication and transparency from leaders Nepotism Career progression largely based on if you can do FIFO vs ability No development,negative,Leadership
1130,American,2023-05,Collaboration between functions is limited,negative,Collaboration
1131,Australia,2023-05,Red tape and feeling like a number,negative,Belonging
1132,Australia,2023-05,Will update when I been there a couple of months,positive,Belonging
1133,Canada,2023-05,didnt know what to do sometimes,negative,Leadership
1134,American,2023-05,Repetitive and can get boring,negative,Respect
1135,United Kingdom,2023-05,Poor management Need to focus on employees health,negative,Collaboration
1136,Singapore,2023-06,"Cultures are very different. Environment is stressful, having manager/principles indirectly threathening you with comments that you feel threat to lose your job if you do not obey to do or did wrong. Mentally stressed out.",negative,Collaboration|Leadership
1137,Canada,2023-05,Very rigid structure and management sometimes refuse to listen,negative,Leadership
1138,Australia,2023-05,- Politics between senior leaders,positive,Respect
1139,Canada,2023-04,The company is not flexible on work location.,negative,Inclusion
1140,Australia,2023-04,"Bullying , harassment. Purple circle. New employee’s with less experienced paid more. Toxic management who don’t value employees .",negative,Respect|Belonging|Recognition|Leadership
1141,American,2023-04,Nothing i could think of,negative,Belonging
1142,Australia,2023-04,Depends on the leader typically,positive,Collaboration
1143,American,2023-04,Culture Team Leaders who are not skilled in their area,negative,Collaboration
1144,Australia,2023-04,Poor mentoring experience Prioritises delivery over learning Pays the cost of short term wins later,negative,Leadership
1145,Australia,2023-04,Somewhat conservative depending on teams,positive,Collaboration
1146,American,2023-04,environment can be competitive amongst such a large team,positive,Collaboration
1147,Australia,2023-04,advanced english is required all levels,positive,Inclusion
1148,American,2023-04,Hard to love forward in career,negative,Collaboration
1149,Canada,2023-03,-They have started implementing 2 Days back to office.,positive,Inclusion
1150,American,2023-03,Some promoted to hit targets and ahead of time,positive,Collaboration
1151,American,2023-03,"None , I face . You might to have to work long hours sometimes but otherwise pretty good place to work.",positive,Collaboration
1152,American,2023-03,pay structure does not reward long termers and high performers,negative,Recognition
1153,Australia,2023-03,Have not found anything yet,negative,Collaboration
1154,Singapore,2023-03,Nothing bad to say about the company,positive,Belonging
1155,American,2023-03,I couldn’t say any cons yet,negative,Inclusion
1156,American,2023-03,No cons or downsides here,positive,Belonging
1157,Australia,2023-03,"non... I suppose the industry is a little frowned upon, but it does not bother me when everything is so good.",negative,Respect|Belonging
1158,American,2023-03,Hard career progression outside of normal route,negative,Leadership
1159,American,2023-02,Changing company is the fastest way to earn more so people move out quickly,positive,Respect
1160,American,2023-02,Too many processes Frequent restructure,negative,Respect
1161,Canada,2023-02,Long working hours/Overtime Work/life balance could be better,negative,Recognition
1162,American,2023-03,Cannot really think of anything other than pros,negative,Belonging
1163,Australia,2023-02,Working a FIFO roster can be tiring.,negative,Collaboration
1164,Australia,2023-03,"Putting up with old, negative long timers Low bonus compared to other miners",negative,Recognition
1165,American,2023-02,Projects take alot of time to approve,negative,Collaboration
1166,Canada,2023-02,Culture of «&nbsp;who knows who&nbsp;»,positive,Collaboration
1167,American,2023-03,"Management, nothing, else, really, shifts",negative,Belonging
1168,Australia,2023-02,Location for public transport yes,positive,Inclusion
1169,American,2023-02,Senior leadership claim their people are their most important asset however this only applies to a certain level of senior leadership who are then only interested in looking out for themselves.,negative,Respect
1170,Canada,2023-02,Workload can be more evenly distributed.,positive,Collaboration
1171,Canada,2023-02,"Slow to make decisions, risk averse",negative,Leadership
1172,American,2023-02,"Big organisation problems, hard to navigate sometimes",negative,Leadership
1173,American,2023-01,Lacks integrity Still has toxic mining culture Messy systems and processes No training Workload is high Leaders with no training Minimal monetary incentives,negative,Leadership
1174,American,2023-02,long hours remote in the desert,negative,Collaboration
1175,American,2023-02,Big company problems (small cog in a big machine/can be 'just a number') HR processes have gaps all through them which is frustrating,negative,Collaboration
1176,Canada,2023-01,Management Silo business units Lack of communication,negative,Respect
1177,Canada,2023-01,There are no cons to working at Rio Tinto,positive,Inclusion
1178,American,2023-01,they systems and processes stop people from doing what they think is the right thing to do,negative,Respect
1179,Australia,2023-01,Doesn't handle industry up and downs too well - though none do,negative,Leadership
1180,American,2023-01,Office doesn't do their job properly.,negative,Leadership
1181,American,2023-01,need to follow the procedures and sometimes it takes a lot of effort to get people to agree with things.,negative,Respect
1182,American,2023-01,"Some of the systems take time to navigate being such a large, global organisation. This is in the process of being overhauled and improved, which is promising.",positive,Collaboration|Belonging
1183,Singapore,2023-01,"When you get too expensive, they'll force you out. Management changes it's mind all the time.",positive,Respect|Innovation
1184,Canada,2023-01,There are no cons that I can think of,negative,Inclusion
1185,American,2023-01,Your experience will be dependant on your direct leader,positive,Collaboration
1186,Australia,2023-01,"Company housing is rubbish, salary is pretty average for this industry and shift work.",negative,Recognition
1187,American,2022-12,None that come to mind,negative,Belonging
1188,Australia,2022-12,None can think of at this time,negative,Belonging
1189,Singapore,2022-12,"Career progression unclear, salary is behind that of other big commodity firms. Excessive risk-adverse mentality in some teams.",negative,Recognition|Leadership
1190,Canada,2022-12,Lack of communication between various parties,negative,Respect
1191,Singapore,2022-12,No cons so far. Everything is great!,positive,Collaboration|Belonging
1192,Canada,2022-11,A lots of room for it improvement. Not coordination between the different areas managing the same asset.,negative,Collaboration|Inclusion
1193,Australia,2022-11,Very hard to get promoted if you are not well connected,negative,Collaboration
1194,Canada,2022-11,Very political Work load can be heavy at times,negative,Collaboration
1195,Australia,2022-10,Can be high demand workplace,negative,Collaboration
1196,American,2022-11,"Classic large corporation bugbears. Bloated meeting calendars, priorities are constantly shifting, and a dense corporate jargon that is used to the point of almost becoming another language.",negative,Recognition|Leadership
1197,American,2022-11,None at this stage only recently employed,negative,Inclusion
1198,Australia,2022-10,Excess amount of change and hot desking,negative,Innovation
1199,Australia,2022-10,Nothing at all so none yeah,negative,Belonging
1200,Canada,2022-10,Hard to bring change Systems are not always efficient,negative,Collaboration
1201,Singapore,2022-10,Progression opaque and random. Opportunities seldom appear for such a large company,negative,Innovation|Inclusion
1202,Australia,2022-10,Bad pay greenies get employed earning more than you,negative,Recognition
1203,Canada,2022-10,Too big and complicated to take faster decisions.,negative,Leadership
1204,Singapore,2022-09,Difficult to manage politics and too many stakeholders to manage. Difficult to effect changes unless it paints a good story to tell for management. Too much compliance and safety redtape,negative,Leadership|Belonging|Respect
1205,American,2022-09,Definitely can be worked for international,positive,Inclusion
1206,Australia,2022-10,"No logical processes, red behaviour",negative,Leadership
1207,Australia,2022-09,"growth maybe not enough, organization is too big",negative,Belonging
1208,American,2022-09,lomg hous away from home,positive,Collaboration
1209,Australia,2022-09,"Admin is terrible. Paid monthly and never paid correctly and takes forever to get rectified. Extremely difficult to get an out of cycle pay, you have to wait another month before it is rectified and even then sometimes it takes months before you receive you entitled pay. Hard to access your payslips as they aren't sent to your email they are on a RIO portal. Alot of bullying and harrassment from leadership and expectation to do unsafe work. Intimidation tactics and bullying if you try to push back.",negative,Leadership|Recognition|Respect
1210,Singapore,2022-09,work can get rather repetitive,negative,Respect
1211,American,2022-09,"Politics at senior level, lack of contact between management and junior staff",negative,Leadership
1212,Australia,2022-09,can take a long time to make decisions,negative,Respect
1213,American,2022-09,Highly bureaucratic environment driven by strict processes often compromising efficiency.,negative,Leadership
1214,Australia,2022-08,There are no cons to this,negative,Collaboration
1215,American,2022-08,Management disconnect from SLT KPIs (STIP/LTIP) drive wrong behaviours Individual working in silos for self promotion,negative,Leadership
1216,Canada,2022-08,huge place can easily get lost,negative,Collaboration
1217,United Kingdom,2022-08,"Cyclical industry, so lots of jobs lost during downturns",negative,Respect
1218,American,2022-08,Dont really have any cons about rio,negative,Inclusion
1219,Australia,2022-08,"Crap delivery of most system, way too too heavy with too much focus on numbers and not enough focus on the people",negative,Leadership
1220,American,2022-08,Some internal politics made getting on with job difficult,negative,Respect
1221,Australia,2022-08,was a little bit difficult at he begining,negative,Collaboration
1222,American,2022-08,Big org can be a bit slow,negative,Collaboration
1223,Australia,2022-08,Poorly implemented global operating model.,negative,Collaboration
1224,American,2022-07,"Pay, hardly any progression opportunities for technical people.",negative,Recognition
1225,Australia,2022-07,1) The Every Day Respect report outcomes are not being actioned in a meaningful manner - nothing has changed at a grassroots level 2) The investigative infrastructure put in place is used to protect the perpetrators rather than resolve issues. Conduct investigations are used to justify bad behaviour and keep bullies in their positions of power. 3) Innovation and fresh ideas are not appreciated and sharing of ideas can led to being frozen out of the work group. 4) Senior leaders continue to be promoted as they are supported by other senior leaders.,negative,Respect|Leadership|Collaboration
1226,American,2022-07,Politics sometimes does not lend itself to effective work,negative,Collaboration
1227,Australia,2022-07,Not sure havent found out yet,negative,Belonging
1228,Australia,2022-07,. Looked down upon by management and maintenance,negative,Belonging|Leadership
1229,American,2022-07,Very political environment. Hard to break status quo.,negative,Recognition|Belonging
1230,American,2022-06,Very clunky systems and approaches to issues,negative,Leadership
1231,American,2022-06,Career is based very much on perception,positive,Respect
1232,Canada,2022-06,Corporate environement is not for everyone,negative,Collaboration
1233,Singapore,2022-06,It's time to review since the last implementation in 2017,negative,Inclusion
1234,Canada,2022-06,"Upper management, remote locations and work culture",positive,Collaboration
1235,Australia,2022-06,Pressure from above and people turnover,negative,Leadership
1236,American,2022-06,Needs more ownership and accountability among mid level leaders,negative,Leadership
1237,Canada,2022-06,A bit difficult to find path to progress/rise in the ranks,negative,Leadership
1238,American,2022-05,Nothing good about them at all,negative,Recognition
1239,United Kingdom,2022-06,Salaries lower than competitors Not fabulous maternity pay,negative,Recognition
1240,Australia,2022-05,It wasn't the best environment,negative,Collaboration
